,airline,date_of_journey,source,destination,duration,total_stops,price,journey_month,journey_day,journey_day_name,dep_hour,dep_range
9586,Jet Airways,2019-05-06,Kolkata,Banglore,671,1,10844,5,6,3_Monday,6,2_Morning
9587,Air India,2019-05-12,Banglore,Delhi,122,0,6121,5,12,2_Sunday,13,3_Afternoon
9588,IndiGo,2019-04-24,Banglore,Delhi,122,0,3625,4,24,5_Wednesday,22,4_Evening
9589,Multiple carriers,2019-05-27,Delhi,Cochin,793,1,8475,5,27,3_Monday,7,2_Morning
9590,Jet Airways,2019-05-27,Delhi,Cochin,671,1,12898,5,27,3_Monday,7,2_Morning
9591,IndiGo,2019-03-06,Delhi,Cochin,305,1,10851,3,6,5_Wednesday,2,1_Early Morning
9592,Air India,2019-03-21,Delhi,Cochin,793,1,5704,3,21,6_Thursday,9,2_Morning
9593,Vistara,2019-03-18,Banglore,New Delhi,122,0,11598,3,18,3_Monday,21,4_Evening
9594,Multiple carriers,2019-05-27,Delhi,Cochin,610,1,9149,5,27,3_Monday,8,2_Morning
9595,Air India,2019-06-15,Kolkata,Banglore,122,0,4145,6,15,1_Saturday,20,4_Evening
9596,GoAir,2019-05-21,Delhi,Cochin,9,1,6195,5,21,4_Tuesday,10,2_Morning
9597,IndiGo,2019-05-09,Delhi,Cochin,549,1,6979,5,9,6_Thursday,11,2_Morning
9598,Air India,2019-03-15,Banglore,New Delhi,122,0,7276,3,15,7_Friday,13,3_Afternoon
9599,SpiceJet,2019-05-15,Delhi,Cochin,244,1,4760,5,15,5_Wednesday,8,2_Morning
9600,Vistara,2019-06-18,Chennai,Kolkata,122,0,11982,6,18,4_Tuesday,17,3_Afternoon
9601,IndiGo,2019-03-27,Chennai,Kolkata,122,0,5277,3,27,5_Wednesday,22,4_Evening
9602,Air India,2019-06-09,Delhi,Cochin,671,1,8372,6,9,2_Sunday,20,4_Evening
9603,IndiGo,2019-04-01,Kolkata,Banglore,183,1,4226,4,1,3_Monday,19,4_Evening
9604,IndiGo,2019-06-18,Chennai,Kolkata,122,0,3597,6,18,4_Tuesday,19,4_Evening
9605,Multiple carriers,2019-06-15,Delhi,Cochin,732,1,7005,6,15,1_Saturday,8,2_Morning
9606,Multiple carriers,2019-05-09,Delhi,Cochin,549,1,8018,5,9,6_Thursday,7,2_Morning
9607,Jet Airways,2019-06-09,Delhi,Cochin,1403,1,10577,6,9,2_Sunday,19,4_Evening
9608,Jet Airways,2019-06-12,Delhi,Cochin,793,2,11507,6,12,5_Wednesday,5,1_Early Morning
9609,Air India,2019-05-09,Delhi,Cochin,2318,2,9653,5,9,6_Thursday,5,1_Early Morning
9610,Jet Airways,2019-03-15,Mumbai,Hyderabad,61,0,4160,3,15,7_Friday,10,2_Morning
9611,Jet Airways,2019-06-03,Delhi,Cochin,1464,1,14714,6,3,3_Monday,18,4_Evening
9612,Jet Airways,2019-05-09,Mumbai,Hyderabad,61,0,5678,5,9,6_Thursday,2,1_Early Morning
9613,Air India,2019-05-18,Kolkata,Banglore,1098,2,13873,5,18,1_Saturday,7,2_Morning
9614,Multiple carriers,2019-06-27,Delhi,Cochin,488,1,11264,6,27,6_Thursday,10,2_Morning
9615,Jet Airways,2019-03-24,Kolkata,Banglore,366,1,11134,3,24,2_Sunday,13,3_Afternoon
9616,Air Asia,2019-03-21,Delhi,Cochin,305,1,6151,3,21,6_Thursday,16,3_Afternoon
9617,Jet Airways,2019-05-18,Kolkata,Banglore,854,1,10844,5,18,1_Saturday,5,1_Early Morning
9618,Jet Airways,2019-06-03,Delhi,Cochin,1586,2,13014,6,3,3_Monday,9,2_Morning
9619,Jet Airways,2019-06-18,Mumbai,Hyderabad,61,0,4995,6,18,4_Tuesday,10,2_Morning
9620,IndiGo,2019-04-18,Kolkata,Banglore,122,0,4174,4,18,6_Thursday,15,3_Afternoon
9621,Air India,2019-03-03,Banglore,New Delhi,122,0,12841,3,3,2_Sunday,13,3_Afternoon
9622,Jet Airways,2019-05-09,Kolkata,Banglore,1708,1,13067,5,9,6_Thursday,17,3_Afternoon
9623,Jet Airways,2019-06-24,Delhi,Cochin,27,1,10262,6,24,3_Monday,16,3_Afternoon
9624,IndiGo,2019-04-06,Banglore,Delhi,122,0,4423,4,6,1_Saturday,10,2_Morning
9625,Jet Airways,2019-05-01,Kolkata,Banglore,549,1,8586,5,1,5_Wednesday,18,4_Evening
9626,Jet Airways,2019-05-15,Kolkata,Banglore,732,1,9663,5,15,5_Wednesday,21,4_Evening
9627,IndiGo,2019-06-15,Delhi,Cochin,5,1,6069,6,15,1_Saturday,16,3_Afternoon
9628,Air India,2019-05-06,Chennai,Kolkata,122,0,4667,5,6,3_Monday,11,2_Morning
9629,Jet Airways,2019-05-09,Delhi,Cochin,1281,1,12373,5,9,6_Thursday,21,4_Evening
9630,Jet Airways,2019-05-09,Kolkata,Banglore,1037,1,13941,5,9,6_Thursday,16,3_Afternoon
9631,IndiGo,2019-03-27,Mumbai,Hyderabad,61,0,3175,3,27,5_Wednesday,6,2_Morning
9632,Air India,2019-06-09,Delhi,Cochin,1342,1,8372,6,9,2_Sunday,21,4_Evening
9633,Vistara,2019-04-06,Banglore,Delhi,122,0,5613,4,6,1_Saturday,17,3_Afternoon
9634,IndiGo,2019-05-18,Delhi,Cochin,854,1,7144,5,18,1_Saturday,7,2_Morning
9635,Jet Airways,2019-06-06,Kolkata,Banglore,549,1,14571,6,6,6_Thursday,6,2_Morning
9636,IndiGo,2019-03-24,Chennai,Kolkata,122,0,5277,3,24,2_Sunday,22,4_Evening
9637,Air Asia,2019-05-09,Kolkata,Banglore,915,1,5192,5,9,6_Thursday,7,2_Morning
9638,Jet Airways,2019-06-09,Delhi,Cochin,671,1,14714,6,9,2_Sunday,7,2_Morning
9639,Air India,2019-06-01,Delhi,Cochin,427,2,10336,6,1,1_Saturday,12,3_Afternoon
9640,Air India,2019-03-24,Kolkata,Banglore,122,0,31945,3,24,2_Sunday,20,4_Evening
9641,Jet Airways,2019-04-01,Kolkata,Banglore,1037,1,7064,4,1,3_Monday,6,2_Morning
9642,Jet Airways,2019-06-09,Delhi,Cochin,427,2,14441,6,9,2_Sunday,5,1_Early Morning
9643,Multiple carriers,2019-03-03,Delhi,Cochin,732,1,17493,3,3,2_Sunday,13,3_Afternoon
9644,Jet Airways,2019-06-09,Kolkata,Banglore,1586,1,10844,6,9,2_Sunday,20,4_Evening
9645,Jet Airways,2019-05-21,Delhi,Cochin,1220,1,12898,5,21,4_Tuesday,8,2_Morning
9646,Jet Airways,2019-04-15,Banglore,Delhi,183,0,7229,4,15,3_Monday,18,4_Evening
9647,Air India,2019-06-03,Delhi,Cochin,1159,2,8603,6,3,3_Monday,12,3_Afternoon
9648,Jet Airways,2019-06-15,Delhi,Cochin,427,2,18804,6,15,1_Saturday,11,2_Morning
9649,Air Asia,2019-04-21,Delhi,Cochin,854,1,7452,4,21,2_Sunday,7,2_Morning
9650,SpiceJet,2019-04-24,Banglore,Delhi,122,0,3971,4,24,5_Wednesday,9,2_Morning
9651,IndiGo,2019-06-12,Banglore,Delhi,122,0,3943,6,12,5_Wednesday,10,2_Morning
9652,IndiGo,2019-03-15,Banglore,New Delhi,5,1,9165,3,15,7_Friday,14,3_Afternoon
9653,SpiceJet,2019-06-21,Banglore,Delhi,122,0,3625,6,21,7_Friday,9,2_Morning
9654,Jet Airways,2019-06-24,Delhi,Cochin,1220,1,10262,6,24,3_Monday,16,3_Afternoon
9655,Jet Airways,2019-05-21,Kolkata,Banglore,793,1,14388,5,21,4_Tuesday,18,4_Evening
9656,Multiple carriers,2019-06-12,Delhi,Cochin,671,1,15058,6,12,5_Wednesday,8,2_Morning
9657,Air India,2019-03-06,Delhi,Cochin,1342,1,14882,3,6,5_Wednesday,9,2_Morning
9658,IndiGo,2019-04-18,Banglore,Delhi,122,0,4591,4,18,6_Thursday,10,2_Morning
9659,SpiceJet,2019-05-09,Kolkata,Banglore,122,0,3841,5,9,6_Thursday,6,2_Morning
9660,Jet Airways,2019-05-15,Kolkata,Banglore,549,1,14781,5,15,5_Wednesday,8,2_Morning
9661,SpiceJet,2019-04-09,Kolkata,Banglore,122,0,3841,4,9,4_Tuesday,22,4_Evening
9662,Multiple carriers,2019-06-03,Delhi,Cochin,610,1,13377,6,3,3_Monday,15,3_Afternoon
9663,Jet Airways,2019-06-12,Delhi,Cochin,488,2,13014,6,12,5_Wednesday,19,4_Evening
9664,Multiple carriers,2019-05-21,Delhi,Cochin,366,1,14848,5,21,4_Tuesday,13,3_Afternoon
9665,Air India,2019-05-09,Kolkata,Banglore,122,0,4145,5,9,6_Thursday,20,4_Evening
9666,IndiGo,2019-06-12,Chennai,Kolkata,122,0,3850,6,12,5_Wednesday,7,2_Morning
9667,Air India,2019-05-24,Kolkata,Banglore,793,1,10413,5,24,7_Friday,7,2_Morning
9668,IndiGo,2019-06-03,Delhi,Cochin,610,1,6104,6,3,3_Monday,15,3_Afternoon
9669,IndiGo,2019-06-01,Banglore,Delhi,122,0,3943,6,1,1_Saturday,10,2_Morning
9670,Jet Airways,2019-06-12,Kolkata,Banglore,671,1,8529,6,12,5_Wednesday,21,4_Evening
9671,Jet Airways,2019-06-24,Delhi,Cochin,793,1,10262,6,24,3_Monday,22,4_Evening
9672,Jet Airways,2019-05-18,Kolkata,Banglore,1525,1,14151,5,18,1_Saturday,20,4_Evening
9673,Air Asia,2019-05-09,Kolkata,Banglore,488,2,5192,5,9,6_Thursday,15,3_Afternoon
9674,Jet Airways,2019-05-21,Kolkata,Banglore,854,1,9663,5,21,4_Tuesday,14,3_Afternoon
9675,GoAir,2019-04-24,Banglore,Delhi,122,0,4632,4,24,5_Wednesday,7,2_Morning
9676,IndiGo,2019-04-06,Delhi,Cochin,305,1,5073,4,6,1_Saturday,20,4_Evening
9677,Multiple carriers,2019-06-15,Delhi,Cochin,488,1,9526,6,15,1_Saturday,10,2_Morning
9678,IndiGo,2019-04-15,Banglore,Delhi,122,0,4423,4,15,3_Monday,4,1_Early Morning
9679,Vistara,2019-03-21,Banglore,New Delhi,122,0,5403,3,21,6_Thursday,11,2_Morning
9680,IndiGo,2019-03-27,Chennai,Kolkata,122,0,3858,3,27,5_Wednesday,19,4_Evening
9681,Jet Airways,2019-03-09,Delhi,Cochin,1769,2,18752,3,9,1_Saturday,13,3_Afternoon
9682,Jet Airways,2019-05-21,Kolkata,Banglore,305,1,9663,5,21,4_Tuesday,6,2_Morning
9683,Jet Airways,2019-06-24,Delhi,Cochin,1037,2,12819,6,24,3_Monday,19,4_Evening
9684,Multiple carriers,2019-03-27,Delhi,Cochin,12,1,6883,3,27,5_Wednesday,9,2_Morning
9685,Multiple carriers,2019-05-27,Delhi,Cochin,366,1,7198,5,27,3_Monday,19,4_Evening
9686,Air India,2019-03-09,Banglore,New Delhi,122,0,7801,3,9,1_Saturday,10,2_Morning
9687,IndiGo,2019-04-21,Banglore,Delhi,122,0,4823,4,21,2_Sunday,18,4_Evening
9688,Jet Airways,2019-05-24,Kolkata,Banglore,1586,1,9663,5,24,7_Friday,6,2_Morning
9689,Jet Airways,2019-05-12,Kolkata,Banglore,1464,1,12121,5,12,2_Sunday,20,4_Evening
9690,Vistara,2019-05-12,Kolkata,Banglore,1647,1,8085,5,12,2_Sunday,20,4_Evening
9691,IndiGo,2019-03-03,Banglore,New Delhi,244,1,8662,3,3,2_Sunday,13,3_Afternoon
9692,Jet Airways,2019-03-21,Delhi,Cochin,1220,1,6017,3,21,6_Thursday,22,4_Evening
9693,SpiceJet,2019-05-03,Chennai,Kolkata,122,0,3859,5,3,7_Friday,9,2_Morning
9694,Multiple carriers,2019-05-18,Delhi,Cochin,854,1,7564,5,18,1_Saturday,4,1_Early Morning
9695,SpiceJet,2019-06-21,Banglore,Delhi,122,0,3919,6,21,7_Friday,5,1_Early Morning
9696,Jet Airways,2019-03-01,Banglore,New Delhi,366,1,26890,3,1,7_Friday,7,2_Morning
9697,Jet Airways,2019-04-15,Delhi,Cochin,183,0,5443,4,15,3_Monday,11,2_Morning
9698,Jet Airways,2019-04-01,Kolkata,Banglore,366,1,13364,4,1,3_Monday,14,3_Afternoon
9699,Jet Airways,2019-05-27,Delhi,Cochin,11,1,12239,5,27,3_Monday,8,2_Morning
9700,IndiGo,2019-04-09,Kolkata,Banglore,244,1,4966,4,9,4_Tuesday,11,2_Morning
9701,IndiGo,2019-03-03,Banglore,New Delhi,122,0,6144,3,3,2_Sunday,6,2_Morning
9702,Jet Airways,2019-05-09,Delhi,Cochin,28,1,12373,5,9,6_Thursday,15,3_Afternoon
9703,Air India,2019-03-18,Banglore,New Delhi,1891,2,10835,3,18,3_Monday,8,2_Morning
9704,Air India,2019-06-06,Delhi,Cochin,1647,1,7952,6,6,6_Thursday,6,2_Morning
9705,IndiGo,2019-04-09,Banglore,Delhi,122,0,3419,4,9,4_Tuesday,1,1_Early Morning
9706,Multiple carriers,2019-05-27,Delhi,Cochin,488,1,10197,5,27,3_Monday,3,1_Early Morning
9707,IndiGo,2019-06-03,Delhi,Cochin,854,1,5883,6,3,3_Monday,10,2_Morning
9708,Air India,2019-05-18,Chennai,Kolkata,122,0,4667,5,18,1_Saturday,11,2_Morning
9709,IndiGo,2019-03-21,Delhi,Cochin,976,2,6223,3,21,6_Thursday,4,1_Early Morning
9710,Jet Airways,2019-05-06,Kolkata,Banglore,671,1,7757,5,6,3_Monday,21,4_Evening
9711,IndiGo,2019-03-03,Banglore,New Delhi,5,1,11873,3,3,2_Sunday,14,3_Afternoon
9712,Jet Airways,2019-06-06,Kolkata,Banglore,671,1,10844,6,6,6_Thursday,21,4_Evening
9713,IndiGo,2019-05-15,Delhi,Cochin,305,1,7189,5,15,5_Wednesday,21,4_Evening
9714,Jet Airways,2019-06-27,Delhi,Cochin,854,1,10262,6,27,6_Thursday,21,4_Evening
9715,Air Asia,2019-05-01,Kolkata,Banglore,122,0,5989,5,1,5_Wednesday,19,4_Evening
9716,Jet Airways,2019-06-06,Mumbai,Hyderabad,61,0,4995,6,6,6_Thursday,10,2_Morning
9717,Jet Airways,2019-03-24,Kolkata,Banglore,1708,1,14231,3,24,2_Sunday,13,3_Afternoon
9718,Jet Airways,2019-05-18,Kolkata,Banglore,1403,1,10844,5,18,1_Saturday,18,4_Evening
9719,GoAir,2019-03-03,Delhi,Cochin,427,1,5628,3,3,2_Sunday,5,1_Early Morning
9720,Jet Airways,2019-06-09,Kolkata,Banglore,1281,1,10844,6,9,2_Sunday,18,4_Evening
9721,Multiple carriers,2019-06-15,Delhi,Cochin,610,1,8937,6,15,1_Saturday,8,2_Morning
9722,IndiGo,2019-03-06,Kolkata,Banglore,122,0,5618,3,6,5_Wednesday,14,3_Afternoon
9723,Air India,2019-04-09,Delhi,Cochin,732,1,6674,4,9,4_Tuesday,7,2_Morning
9724,GoAir,2019-04-24,Banglore,Delhi,122,0,3898,4,24,5_Wednesday,11,2_Morning
9725,Jet Airways,2019-05-24,Kolkata,Banglore,1525,1,10844,5,24,7_Friday,18,4_Evening
9726,Air India,2019-06-03,Delhi,Cochin,23,2,13381,6,3,3_Monday,20,4_Evening
9727,Jet Airways,2019-03-03,Delhi,Cochin,610,1,17024,3,3,2_Sunday,17,3_Afternoon
9728,IndiGo,2019-04-09,Delhi,Cochin,305,1,7398,4,9,4_Tuesday,21,4_Evening
9729,Air India,2019-03-01,Banglore,New Delhi,427,2,17461,3,1,7_Friday,10,2_Morning
9730,Jet Airways,2019-05-24,Kolkata,Banglore,732,1,13731,5,24,7_Friday,20,4_Evening
9731,Jet Airways,2019-03-18,Banglore,New Delhi,915,1,13555,3,18,3_Monday,16,3_Afternoon
9732,IndiGo,2019-04-27,Kolkata,Banglore,122,0,4804,4,27,1_Saturday,17,3_Afternoon
9733,Jet Airways,2019-05-21,Delhi,Cochin,671,1,16289,5,21,4_Tuesday,7,2_Morning
9734,IndiGo,2019-05-18,Delhi,Cochin,427,1,7520,5,18,1_Saturday,5,1_Early Morning
9735,IndiGo,2019-05-18,Delhi,Cochin,854,1,7503,5,18,1_Saturday,10,2_Morning
9736,Multiple carriers,2019-03-27,Delhi,Cochin,610,1,8601,3,27,5_Wednesday,8,2_Morning
9737,Jet Airways,2019-04-01,Kolkata,Banglore,1647,1,7064,4,1,3_Monday,8,2_Morning
9738,Air Asia,2019-05-06,Kolkata,Banglore,671,1,5192,5,6,3_Monday,7,2_Morning
9739,SpiceJet,2019-06-09,Kolkata,Banglore,305,1,9158,6,9,2_Sunday,15,3_Afternoon
9740,Multiple carriers,2019-03-06,Delhi,Cochin,488,1,24318,3,6,5_Wednesday,17,3_Afternoon
9741,Multiple carriers,2019-05-21,Delhi,Cochin,11,1,7038,5,21,4_Tuesday,7,2_Morning
9742,IndiGo,2019-03-24,Banglore,New Delhi,122,0,7303,3,24,2_Sunday,22,4_Evening
9743,IndiGo,2019-03-15,Banglore,New Delhi,244,1,8021,3,15,7_Friday,5,1_Early Morning
9744,Multiple carriers,2019-05-15,Delhi,Cochin,549,1,14323,5,15,5_Wednesday,10,2_Morning
9745,Air India,2019-06-06,Kolkata,Banglore,793,1,10203,6,6,6_Thursday,7,2_Morning
9746,Multiple carriers,2019-06-15,Delhi,Cochin,366,1,7408,6,15,1_Saturday,19,4_Evening
9747,Multiple carriers,2019-06-15,Delhi,Cochin,427,1,16108,6,15,1_Saturday,11,2_Morning
9748,Jet Airways,2019-06-15,Delhi,Cochin,1098,1,10262,6,15,1_Saturday,18,4_Evening
9749,Jet Airways,2019-06-09,Delhi,Cochin,10,1,14714,6,9,2_Sunday,9,2_Morning
9750,Jet Airways,2019-06-03,Delhi,Cochin,1220,1,10262,6,3,3_Monday,22,4_Evening
9751,IndiGo,2019-05-18,Delhi,Cochin,488,1,7640,5,18,1_Saturday,14,3_Afternoon
9752,Vistara,2019-06-12,Kolkata,Banglore,671,1,8610,6,12,5_Wednesday,7,2_Morning
9753,Jet Airways,2019-03-21,Delhi,Cochin,610,1,12767,3,21,6_Thursday,8,2_Morning
9754,IndiGo,2019-06-12,Delhi,Cochin,732,1,6093,6,12,5_Wednesday,8,2_Morning
9755,IndiGo,2019-04-27,Delhi,Cochin,549,1,6442,4,27,1_Saturday,6,2_Morning
9756,Jet Airways,2019-05-09,Banglore,Delhi,122,0,4030,5,9,6_Thursday,6,2_Morning
9757,Multiple carriers,2019-06-06,Delhi,Cochin,8,1,7408,6,6,6_Thursday,13,3_Afternoon
9758,Multiple carriers,2019-06-03,Delhi,Cochin,549,1,10696,6,3,3_Monday,7,2_Morning
9759,SpiceJet,2019-03-12,Kolkata,Banglore,122,0,6982,3,12,4_Tuesday,9,2_Morning
9760,Air India,2019-03-01,Banglore,New Delhi,305,1,23677,3,1,7_Friday,6,2_Morning
9761,IndiGo,2019-05-18,Delhi,Cochin,976,1,6758,5,18,1_Saturday,4,1_Early Morning
9762,Air India,2019-05-18,Delhi,Cochin,3,0,6934,5,18,1_Saturday,14,3_Afternoon
9763,Jet Airways,2019-03-03,Delhi,Cochin,793,2,18799,3,3,2_Sunday,5,1_Early Morning
9764,Jet Airways,2019-05-06,Mumbai,Hyderabad,61,0,5678,5,6,3_Monday,19,4_Evening
9765,Jet Airways,2019-03-01,Banglore,New Delhi,793,1,27992,3,1,7_Friday,7,2_Morning
9766,Jet Airways,2019-04-01,Banglore,Delhi,3,0,4544,4,1,3_Monday,19,4_Evening
9767,Jet Airways,2019-05-06,Kolkata,Banglore,1281,1,7757,5,6,3_Monday,18,4_Evening
9768,IndiGo,2019-05-27,Delhi,Cochin,305,1,6373,5,27,3_Monday,17,3_Afternoon
9769,IndiGo,2019-06-03,Kolkata,Banglore,122,0,5644,6,3,3_Monday,14,3_Afternoon
9770,Jet Airways,2019-05-06,Kolkata,Banglore,1464,1,13067,5,6,3_Monday,20,4_Evening
9771,Multiple carriers,2019-05-15,Delhi,Cochin,9,1,6513,5,15,5_Wednesday,7,2_Morning
9772,IndiGo,2019-05-09,Mumbai,Hyderabad,61,0,4392,5,9,6_Thursday,12,3_Afternoon
9773,IndiGo,2019-03-06,Kolkata,Banglore,122,0,4778,3,6,5_Wednesday,5,1_Early Morning
9774,Jet Airways,2019-05-18,Kolkata,Banglore,1464,1,10844,5,18,1_Saturday,20,4_Evening
9775,Air India,2019-05-24,Kolkata,Banglore,1830,2,12723,5,24,7_Friday,5,1_Early Morning
9776,Jet Airways,2019-03-24,Kolkata,Banglore,732,1,11134,3,24,2_Sunday,21,4_Evening
9777,Jet Airways,2019-05-09,Banglore,Delhi,183,0,7229,5,9,6_Thursday,18,4_Evening
9778,Jet Airways,2019-06-06,Delhi,Cochin,976,1,10262,6,6,6_Thursday,11,2_Morning
9779,IndiGo,2019-03-24,Kolkata,Banglore,122,0,4778,3,24,2_Sunday,5,1_Early Morning
9780,IndiGo,2019-03-15,Banglore,New Delhi,122,0,8033,3,15,7_Friday,23,4_Evening
9781,Air India,2019-05-27,Delhi,Cochin,1525,1,8425,5,27,3_Monday,5,1_Early Morning
9782,Multiple carriers,2019-03-06,Delhi,Cochin,549,1,15411,3,6,5_Wednesday,8,2_Morning
9783,Air India,2019-06-12,Delhi,Cochin,1220,2,10975,6,12,5_Wednesday,13,3_Afternoon
9784,Air India,2019-03-24,Kolkata,Banglore,1708,1,6535,3,24,2_Sunday,16,3_Afternoon
9785,Jet Airways,2019-05-09,Kolkata,Banglore,427,1,8355,5,9,6_Thursday,10,2_Morning
9786,SpiceJet,2019-06-18,Chennai,Kolkata,122,0,3543,6,18,4_Tuesday,17,3_Afternoon
9787,Vistara,2019-03-24,Kolkata,Banglore,1342,1,12102,3,24,2_Sunday,20,4_Evening
9788,Jet Airways,2019-05-01,Kolkata,Banglore,976,1,9314,5,1,5_Wednesday,17,3_Afternoon
9789,IndiGo,2019-05-18,Delhi,Cochin,366,1,7503,5,18,1_Saturday,18,4_Evening
9790,SpiceJet,2019-03-03,Delhi,Cochin,305,1,9748,3,3,2_Sunday,6,2_Morning
9791,IndiGo,2019-06-27,Kolkata,Banglore,122,0,4804,6,27,6_Thursday,17,3_Afternoon
9792,Jet Airways,2019-05-09,Kolkata,Banglore,549,1,8586,5,9,6_Thursday,6,2_Morning
9793,Jet Airways,2019-06-24,Delhi,Cochin,1647,2,13882,6,24,3_Monday,9,2_Morning
9794,Jet Airways,2019-05-21,Banglore,Delhi,122,0,7229,5,21,4_Tuesday,15,3_Afternoon
9795,IndiGo,2019-05-21,Banglore,Delhi,3,0,3943,5,21,4_Tuesday,21,4_Evening
9796,SpiceJet,2019-04-24,Delhi,Cochin,244,1,4760,4,24,5_Wednesday,8,2_Morning
9797,Jet Airways,2019-03-24,Kolkata,Banglore,976,1,8824,3,24,2_Sunday,6,2_Morning
9798,Air India,2019-03-21,Delhi,Cochin,610,1,6902,3,21,6_Thursday,9,2_Morning
9799,Air Asia,2019-03-21,Delhi,Cochin,854,1,6151,3,21,6_Thursday,16,3_Afternoon
9800,Jet Airways,2019-03-09,Banglore,New Delhi,244,1,11087,3,9,1_Saturday,5,1_Early Morning
9801,Air Asia,2019-03-03,Kolkata,Banglore,122,0,5964,3,3,2_Sunday,19,4_Evening
9802,Jet Airways,2019-05-01,Kolkata,Banglore,1525,1,14151,5,1,5_Wednesday,20,4_Evening
9803,Jet Airways,2019-05-15,Kolkata,Banglore,1708,1,11467,5,15,5_Wednesday,9,2_Morning
9804,SpiceJet,2019-05-21,Kolkata,Banglore,122,0,3873,5,21,4_Tuesday,22,4_Evening
9805,Multiple carriers,2019-03-21,Delhi,Cochin,610,1,13542,3,21,6_Thursday,15,3_Afternoon
9806,Jet Airways,2019-05-21,Kolkata,Banglore,732,1,10844,5,21,4_Tuesday,20,4_Evening
9807,IndiGo,2019-03-03,Banglore,New Delhi,122,0,6144,3,3,2_Sunday,1,1_Early Morning
9808,Jet Airways,2019-06-27,Delhi,Cochin,5,1,10262,6,27,6_Thursday,14,3_Afternoon
9809,Air Asia,2019-04-06,Banglore,Delhi,122,0,3383,4,6,1_Saturday,11,2_Morning
9810,Air India,2019-06-09,Kolkata,Banglore,1586,1,10413,6,9,2_Sunday,17,3_Afternoon
9811,Jet Airways,2019-06-09,Kolkata,Banglore,549,1,13994,6,9,2_Sunday,9,2_Morning
9812,Air India,2019-05-21,Kolkata,Banglore,1037,2,13143,5,21,4_Tuesday,5,1_Early Morning
9813,Multiple carriers,2019-03-21,Delhi,Cochin,610,1,13069,3,21,6_Thursday,8,2_Morning
9814,GoAir,2019-06-09,Banglore,Delhi,122,0,3898,6,9,2_Sunday,20,4_Evening
9815,Jet Airways,2019-05-09,Kolkata,Banglore,427,1,13941,5,9,6_Thursday,8,2_Morning
9816,Air India,2019-03-21,Banglore,New Delhi,1464,1,6383,3,21,6_Thursday,10,2_Morning
9817,Multiple carriers,2019-06-01,Delhi,Cochin,793,1,10406,6,1,1_Saturday,7,2_Morning
9818,IndiGo,2019-06-06,Delhi,Cochin,610,1,5883,6,6,6_Thursday,15,3_Afternoon
9819,IndiGo,2019-03-27,Delhi,Cochin,610,1,6838,3,27,5_Wednesday,10,2_Morning
9820,Jet Airways,2019-05-21,Kolkata,Banglore,793,1,14781,5,21,4_Tuesday,6,2_Morning
9821,Jet Airways,2019-06-09,Delhi,Cochin,488,1,10577,6,9,2_Sunday,19,4_Evening
9822,Multiple carriers,2019-05-15,Delhi,Cochin,549,1,9646,5,15,5_Wednesday,13,3_Afternoon
9823,Vistara,2019-06-06,Delhi,Cochin,183,0,6216,6,6,6_Thursday,6,2_Morning
9824,Jet Airways,2019-05-12,Delhi,Cochin,183,0,9564,5,12,2_Sunday,11,2_Morning
9825,Jet Airways,2019-05-01,Kolkata,Banglore,427,1,14781,5,1,5_Wednesday,21,4_Evening
9826,Jet Airways,2019-05-06,Banglore,Delhi,3,0,7229,5,6,3_Monday,7,2_Morning
9827,IndiGo,2019-03-09,Kolkata,Banglore,122,0,4148,3,9,1_Saturday,22,4_Evening
9828,Multiple carriers,2019-06-27,Delhi,Cochin,427,1,7268,6,27,6_Thursday,11,2_Morning
9829,Air India,2019-06-01,Kolkata,Banglore,122,0,6245,6,1,1_Saturday,14,3_Afternoon
9830,Air Asia,2019-04-18,Banglore,Delhi,122,0,4483,4,18,6_Thursday,23,4_Evening
9831,Jet Airways,2019-06-03,Delhi,Cochin,1586,1,11627,6,3,3_Monday,2,1_Early Morning
9832,Vistara,2019-03-24,Kolkata,Banglore,976,1,13310,3,24,2_Sunday,17,3_Afternoon
9833,Jet Airways,2019-06-21,Banglore,Delhi,183,0,7754,6,21,7_Friday,18,4_Evening
9834,Air India,2019-06-06,Delhi,Cochin,1586,2,11447,6,6,6_Thursday,7,2_Morning
9835,Jet Airways,2019-03-03,Delhi,Cochin,23,2,18799,3,3,2_Sunday,5,1_Early Morning
9836,IndiGo,2019-03-09,Kolkata,Banglore,122,0,4462,3,9,1_Saturday,15,3_Afternoon
9837,Jet Airways,2019-05-12,Kolkata,Banglore,1342,1,13067,5,12,2_Sunday,20,4_Evening
9838,Jet Airways,2019-04-01,Kolkata,Banglore,1464,1,12681,4,1,3_Monday,18,4_Evening
9839,Vistara,2019-06-03,Chennai,Kolkata,122,0,3687,6,3,3_Monday,7,2_Morning
9840,IndiGo,2019-03-27,Delhi,Cochin,488,1,6628,3,27,5_Wednesday,17,3_Afternoon
9841,Air India,2019-03-09,Delhi,Cochin,10,1,13832,3,9,1_Saturday,21,4_Evening
9842,Air India,2019-05-12,Kolkata,Banglore,1403,2,10676,5,12,2_Sunday,12,3_Afternoon
9843,Jet Airways,2019-06-03,Delhi,Cochin,305,1,14714,6,3,3_Monday,22,4_Evening
9844,Jet Airways,2019-06-12,Delhi,Cochin,1403,1,10262,6,12,5_Wednesday,19,4_Evening
